id,ok,fps,stride,step_err,width,height,frames,duration_s,codec,gps,gps_samples,min_accel,mean_speed,calm,error
training_1395,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.06,5.441000000000001,True,
training_1396,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-1.54,3.1639999999999997,True,
training_1397,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.9700000000000002,5.148,True,
training_1398,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.78,2.319,False,
training_1399,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.0699999999999994,5.465000000000001,True,
training_1401,True,60.0,16,0.0,1280,720,600,10.0,h264,no_1hz_pairs,3,,,False,
training_1407,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.7555106218089422,6.019,True,
training_1408,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.13,6.1450000000000005,True,
training_1409,True,59.94,16,0.0010010010010010895,1280,720,600,10.01001001001001,h264,ok,10,-1.9400000000000004,6.323,True,
training_141,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-4.35,6.529999999999999,False,
training_1411,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.6800000000000006,7.733000000000001,False,
training_1414,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-4.49,8.102,False,
training_1415,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.61,5.676000000000001,True,
training_1418,True,30.0,8,0.0,1280,720,660,22.0,h264,ok,22,-2.6500000000000004,4.189090909090909,True,
training_1422,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.28,4.397,False,
training_1426,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.88,7.942,True,
training_1428,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.16,5.354000000000001,False,
training_1429,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-5.24,8.509000000000002,False,
training_1430,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.1399999999999997,5.687,True,
training_1432,True,59.94,16,0.0010010010010010895,1280,720,600,10.01001001001001,h264,ok,10,-1.9399999999999995,5.958,True,
training_1433,True,29.97,8,0.0010010010010010895,1280,720,360,12.012012012012011,h264,ok,12,-3.3999999999999986,9.899166666666668,False,
training_1434,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.66,3.967,True,
training_1435,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-4.17,7.878,False,
training_1440,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,no_1hz_pairs,4,,,False,
training_1442,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.6383617569902376,5.3759999999999994,True,
training_1443,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.4400000000000004,5.688999999999999,True,
training_1444,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-4.99,7.311999999999999,False,
training_1447,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.1100000000000003,5.64,True,
training_1448,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.48,3.013,True,
training_1449,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-0.41000000000000014,4.25,True,
training_145,True,30.0,8,0.0,1280,720,360,12.0,h264,ok,12,-3.5999999999999996,6.348333333333333,False,
training_1451,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,no_1hz_pairs,3,,,False,
training_1454,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-1.9100000000000001,3.179,True,
training_1455,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.16,6.078,True,
training_1457,True,59.94,16,0.0010010010010010895,1280,720,600,10.01001001001001,h264,ok,11,-3.9618857403447048,7.015454545454545,False,
training_146,True,120.0,32,0.0,1280,720,1200,10.0,h264,ok,10,-2.5200000000000005,7.026999999999999,True,
training_1464,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.209999999999999,4.195,False,
training_147,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.8600000000000003,8.202,False,
training_1470,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.3499999999999996,5.109,True,
training_1471,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.27,5.253,False,
training_1472,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,no_1hz_pairs,4,,,False,
training_1477,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.24,5.612,True,
training_148,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.0200000000000005,7.351000000000001,False,
training_1480,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.5000000000000004,6.293000000000001,True,
training_1482,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-0.8800000000000003,4.268999999999999,True,
training_1483,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-1.7999999999999998,2.769,True,
training_1484,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.96,6.0729999999999995,True,
training_1487,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,no_1hz_pairs,2,,,False,
training_1489,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.12,3.2120000000000006,False,
training_1490,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-0.8900000000000001,3.7359999999999998,True,
training_1492,True,59.94,16,0.0010010010010010895,1280,720,600,10.01001001001001,h264,ok,10,-2.45,6.491,True,
training_1494,True,30.0,8,0.0,1280,720,300,10.0,h264,no_1hz_pairs,4,,,False,
training_1497,True,29.97,8,0.0010010010010010895,1280,720,480,16.016016016016017,h264,ok,16,-2.87,5.0225,True,
training_1499,True,30.0,8,0.0,1280,720,300,10.0,h264,no_1hz_pairs,3,,,False,
training_15,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.25,4.42,True,
training_1500,True,29.97,8,0.0010010010010010895,1280,720,510,17.017017017017018,h264,ok,17,-3.054435166736766,4.812941176470589,False,
training_1506,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.0499999999999998,3.2,True,
training_1507,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-1.7100000000000004,5.987,True,
training_151,True,59.94,16,0.0010010010010010895,1280,720,600,10.01001001001001,h264,ok,10,-4.08,6.923,False,
training_1510,True,29.97,8,0.0010010010010010895,1280,720,600,20.02002002002002,h264,ok,20,-3.83,4.4575,False,
training_1511,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-0.6100000000000003,4.171000000000001,True,
training_1512,True,59.94,16,0.0010010010010010895,1280,720,600,10.01001001001001,h264,ok,5,1.58,7.480000000000001,True,
training_1513,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.23,5.106000000000001,True,
training_1515,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.7300000000000004,3.8760000000000003,False,
training_1516,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-4.23,6.025,False,
training_1518,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.9100000000000006,3.1260000000000003,True,
training_1519,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.4700000000000002,5.252000000000001,True,
training_152,True,29.97,8,0.0010010010010010895,1280,720,600,20.02002002002002,h264,ok,20,-4.1,7.651500000000001,False,
training_1520,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-0.9199999999999999,4.015,True,
training_1521,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.6699999999999995,4.685999999999999,True,
training_1522,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.39,6.182,True,
training_1523,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,no_1hz_pairs,2,,,False,
training_1527,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-0.6299999999999999,5.311,True,
training_1528,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.2699999999999996,6.192,True,
training_1529,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.7300000000000004,5.571,False,
training_153,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.4299999999999997,2.05,False,
training_1530,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-4.36,6.894,False,
training_1531,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.039999999999999,5.568,True,
training_1532,True,29.97,8,0.0010010010010010895,1280,720,390,13.013013013013014,h264,ok,13,-4.9399999999999995,13.700769230769232,False,
training_1533,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.8899999999999997,5.045,True,
training_1536,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.92,4.077,False,
training_1537,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.0700000000000003,4.327999999999999,True,
training_1538,True,29.97,8,0.0010010010010010895,1280,720,360,12.012012012012011,h264,ok,12,-3.6400000000000006,7.764166666666667,False,
training_1539,True,29.97,8,0.0010010010010010895,1280,720,390,13.013013013013014,h264,ok,13,-2.3900000000000006,6.443846153846153,True,
training_1541,True,29.97,8,0.0010010010010010895,1280,720,479,15.98264931598265,h264,ok,16,-1.201171957782214,4.06875,True,
training_1542,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-1.33,4.852,True,
training_1543,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.7700000000000005,2.8970000000000002,True,
training_1544,True,30.0,8,0.0,1280,720,600,20.0,h264,ok,20,-5.210000000000001,16.646,False,
training_1545,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.8000000000000003,3.374,True,
training_1549,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.3600000000000003,6.87,True,
training_155,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.9699999999999998,7.150000000000001,True,
training_1550,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-1.5999999999999999,5.106,True,
training_1552,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.1862745693856516,7.069,False,
training_1553,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.1999999999999997,1.5919999999999999,True,
training_1554,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,11,-1.9000000000000004,4.96,True,
training_1555,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-3.49,2.468,False,
training_1556,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.9300000000000006,3.739,False,
training_1559,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-4.460000000000001,8.787,False,
training_156,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.91,4.8309999999999995,True,
training_1561,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-4.58,7.3,False,
training_1562,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.1799999999999997,1.779,False,
training_1565,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.9800000000000004,5.048,True,
training_1567,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.6600000000000001,5.702,True,
training_1569,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-1.9399999999999995,5.191999999999999,True,
training_1576,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.7399999999999998,4.444999999999999,True,
training_1582,True,59.94,16,0.0010010010010010895,1280,720,600,10.01001001001001,h264,ok,10,-2.46,5.542999999999999,True,
training_1584,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.3400000000000007,5.654,True,
training_1585,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,no_1hz_pairs,3,,,False,
training_1586,True,29.97,8,0.0010010010010010895,1280,720,420,14.014014014014014,h264,ok,14,-3.8699999999999997,9.049999999999999,False,
training_1587,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-5.4399999999999995,10.247000000000002,False,
training_159,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-7.29,6.009,False,
training_1590,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-1.6399999999999997,5.698,True,
training_1594,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.8900000000000006,6.805999999999999,True,
training_1596,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.967033181866466,8.035,True,
training_1598,True,30.0,8,0.0,1280,720,301,10.033333333333333,h264,ok,10,-9.48,8.909,False,
training_1600,True,30.0,8,0.0,1280,720,480,16.0,h264,ok,16,-3.8600000000000003,5.44875,False,
training_1602,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-4.5600000000000005,3.7380000000000004,False,
training_1603,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.8900000000000006,5.154000000000001,True,
training_1604,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.71,3.3810000000000002,True,
training_1605,True,30.0,8,0.0,1280,720,300,10.0,h264,no_1hz_pairs,3,,,False,
training_1606,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-5.260000000000001,10.177,False,
training_1607,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.54,5.414,True,
training_1609,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.9700000000000006,5.691000000000001,True,
training_161,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.46,6.7620000000000005,True,
training_1610,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-3.1399999999999997,4.256,False,
training_1612,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.2999999999999998,4.78,True,
training_1615,True,59.94,16,0.0010010010010010895,1280,720,600,10.01001001001001,h264,ok,11,-2.3929747179476832,6.680909090909091,True,
training_1617,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.870000000000001,6.662999999999999,True,
training_162,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.3400000000000003,4.194,True,
training_1622,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.5200000000000005,5.874,True,
training_1623,True,59.94,16,0.0010010010010010895,1280,720,600,10.01001001001001,h264,ok,10,-3.4399999999999995,5.685,False,
training_1624,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.3599999999999999,4.394,True,
training_1625,True,60.0,16,0.0,1280,720,600,10.0,h264,ok,10,-4.02,4.319,False,
training_1629,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.0,4.12,True,
training_163,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.6300000000000001,5.172,True,
training_1630,True,59.94,16,0.0010010010010010895,1280,720,600,10.01001001001001,h264,ok,10,-0.7000000000000002,5.204000000000001,True,
training_1632,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-2.25,5.949000000000001,True,
training_1634,True,29.97,8,0.0010010010010010895,1280,720,480,16.016016016016017,h264,ok,16,-3.4099999999999997,4.621874999999999,False,
training_1638,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-3.11,11.106,False,
training_1639,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.2199999999999998,5.427,True,
training_164,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.34,5.313999999999999,False,
training_1640,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-4.069999999999999,2.822,False,
training_1642,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.0499999999999998,4.904999999999999,True,
training_1643,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.8800000000000008,5.938000000000001,True,
training_1647,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.84,4.833,True,
training_1649,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-0.46999999999999975,3.682,True,
training_165,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-2.1700000000000004,6.33,True,
training_1652,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.3299999999999996,5.203,True,
training_1654,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.4900000000000002,5.893999999999999,True,
training_1656,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-6.216215468509634,6.192,False,
training_1657,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.12,4.963,False,
training_1658,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.7999999999999998,2.3,True,
training_1659,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.3699999999999997,8.753,False,
training_166,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-4.62732995088231,5.766,False,
training_1660,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,7,-2.9700000000000006,10.917142857142855,True,
training_1665,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.25,5.414,True,
training_1667,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.85,3.418,True,
training_1668,True,59.83,16,0.0028413839211098857,1280,720,599,10.011699816145747,h264,ok,10,-2.6900000000000004,8.235,True,
training_1672,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.9176756323793223,6.071999999999999,True,
training_1675,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.98622261505475,5.601999999999999,True,
training_1677,True,30.0,8,0.0,1280,720,300,10.0,h264,no_1hz_pairs,5,,,False,
training_1678,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.42,4.965,True,
training_1679,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-2.43,5.07,True,
training_168,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.6099999999999999,3.411,True,
training_1680,True,30.0,8,0.0,1280,720,300,10.0,h264,too_short,1,,,False,
training_1684,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.6363638996612595,3.982,False,
training_1685,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.23,5.257,False,
training_1687,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-3.482905578357301,4.248,False,
training_1688,True,59.94,16,0.0010010010010010895,1280,720,600,10.01001001001001,h264,ok,10,-2.28,5.020999999999999,True,
training_169,True,59.94,16,0.0010010010010010895,1280,720,600,10.01001001001001,h264,ok,10,-1.69,4.932,True,
training_1690,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-2.3099999999999996,5.139,True,
training_1691,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,no_1hz_pairs,2,,,False,
training_1693,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.64,5.561999999999999,True,
training_1696,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.1799999999999997,6.517,False,
training_1698,True,30.0,8,0.0,1280,720,960,32.0,h264,ok,32,-5.03,7.9225,False,
training_17,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-4.27,10.988,False,
training_1700,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-3.54,2.376,False,
training_1701,True,29.97,8,0.0010010010010010895,1280,720,390,13.013013013013014,h264,ok,13,-4.680000000000001,9.30923076923077,False,
training_1704,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.04,5.87,True,
training_1707,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.06,5.26,True,
training_1708,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.5,3.902,True,
training_1709,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,4,-0.6400000000000006,6.8500000000000005,True,
training_1711,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.45,1.4320000000000002,True,
training_1712,True,29.97,8,0.0010010010010010895,1280,720,420,14.014014014014014,h264,ok,14,-2.8000000000000007,8.010714285714286,True,
training_1713,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-4.1000000000000005,5.876,False,
training_1714,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.5500000000000003,3.729,True,
training_1715,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.42,5.98,True,
training_1718,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.0199999999999996,8.977999999999998,False,
training_1720,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.09,5.561,True,
training_1721,True,29.97,8,0.0010010010010010895,1280,720,480,16.016016016016017,h264,ok,16,-2.2600000000000007,5.17,True,
training_1725,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-2.0,6.004000000000001,True,
training_1726,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.24,5.613,False,
training_1728,True,29.97,8,0.0010010010010010895,1280,720,450,15.015015015015015,h264,ok,15,-5.96,13.491333333333332,False,
training_1729,True,30.0,8,0.0,1280,720,510,17.0,h264,ok,17,-2.6900000000000004,4.2564705882352944,True,
training_173,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-1.5199999999999996,4.614,True,
training_1730,True,59.94,16,0.0010010010010010895,1280,720,600,10.01001001001001,h264,ok,10,-3.879999999999999,9.304,False,
training_1733,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.9900000000000002,5.218999999999999,True,
training_1734,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-7.83,9.487,False,
training_1735,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.5999999999999996,6.556,True,
training_1736,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.59,4.621,False,
training_1738,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.71,7.881,True,
training_1739,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.3900000000000006,5.799,True,
training_174,True,59.94,16,0.0010010010010010895,1280,720,600,10.01001001001001,h264,ok,10,-1.9100000000000001,5.589,True,
training_1741,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,no_1hz_pairs,2,,,False,
training_175,True,59.94,16,0.0010010010010010895,1280,720,600,10.01001001001001,h264,ok,10,-2.2077918417987,6.492,True,
training_176,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,5,-0.23999999999999932,6.4159999999999995,True,
training_177,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,no_1hz_pairs,4,,,False,
training_178,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.5999999999999996,3.9019999999999997,True,
training_18,True,29.97,8,0.0010010010010010895,1280,720,780,26.026026026026027,h264,ok,26,-2.460000000000001,7.4350000000000005,True,
training_181,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-5.39,6.462000000000001,False,
training_183,True,30.0,8,0.0,1280,720,300,10.0,h264,no_1hz_pairs,4,,,False,
training_184,True,29.97,8,0.0010010010010010895,1280,720,420,14.014014014014014,h264,ok,14,-2.3,6.242857142857143,True,
training_188,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-2.5999999999999996,3.9019999999999997,True,
training_190,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.0100000000000007,5.352,True,
training_194,True,30.0,8,0.0,1280,720,300,10.0,h264,too_short,1,,,False,
training_195,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.5,5.421000000000001,False,
training_196,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.8,5.046000000000001,True,
training_198,True,29.97,8,0.0010010010010010895,1280,720,360,12.012012012012011,h264,ok,12,-3.6300000000000003,4.979166666666666,False,
training_2,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.6499999999999995,1.843,True,
training_20,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.27,5.242,False,
training_200,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-2.8499999999999996,4.581,True,
training_201,True,59.94,16,0.0010010010010010895,1280,720,600,10.01001001001001,h264,ok,10,-2.2299999999999995,7.466000000000001,True,
training_202,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-2.66,3.215,True,
training_206,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.18,5.127,True,
training_215,True,29.97,8,0.0010010010010010895,1280,720,360,12.012012012012011,h264,ok,12,-4.64,7.814166666666666,False,
training_217,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.7300000000000004,7.288000000000001,True,
training_218,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.9200000000000002,5.206,True,
training_22,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.6600000000000001,6.957000000000001,True,
training_221,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-1.6799999999999997,5.553,True,
training_222,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-4.71,5.491,False,
training_223,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-4.840000000000001,11.126000000000001,False,
training_226,True,60.0,16,0.0,1280,720,600,10.0,h264,no_1hz_pairs,4,,,False,
